WoS Source UT,WoS Cited Reference UT,Cited Author,Times Cited,Pub Year,Volume,Page,Cited Work,Cited Title,DOI
WOS:000828206100001,SCIELO:S1413-81232006000400019,"Travassos, Claudia",158,2006,11,975,Ciência & Saúde Coletiva,Desigualdades geográficas e sociais no acesso aos serviços de saúde no Brasil: 1998 e 2003,
WOS:000828206100001,WOS:000234100400008,"Tsuchiya, LRRV",39,2005,51,401,JOURNAL OF INFECTION,"Viral respiratory infection in Curitiba, Southern Brazil",10.1016/j.jinf.2004.12.002
WOS:000828206100001,WOS:000186312900001,"Choi, KW",271,2003,139,715,ANNALS OF INTERNAL MEDICINE,Outcomes and prognostic factors in 267 patients with severe acute respiratory syndrome in Hong Kong,10.7326/0003-4819-139-9-200311040-00005
WOS:000828206100001,WOS:000184078800032,"Lew, TWK",313,2003,290,374,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,Acute respiratory distress syndrome in critically ill patients with severe acute respiratory syndrome,10.1001/jama.290.3.374
WOS:000828206100001,WOS:000184078800031,"Fowler, RA",237,2003,290,367,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,Critically ill patients with severe acute respiratory syndrome,10.1001/jama.290.3.367
WOS:000828206100001,WOS:000183205500028,"Booth, CM",1013,2003,289,2801,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,Clinical features and short-term outcomes of 144 patients with SARS in the greater Toronto area,10.1001/jama.289.21.JOC30885
WOS:000828206100001,WOS:000183074800008,"Peiris, JSM",1813,2003,361,1767,LANCET,Clinical progression and viral load in a community outbreak of coronavirus-associated SARS pneumonia: a prospective study,10.1016/S0140-6736(03)13412-5
WOS:000828206100001,WOS:000182823400007,"Lee, N",1836,2003,348,1986,NEW ENGLAND JOURNAL OF MEDICINE,A major outbreak of severe acute respiratory syndrome in Hong Kong,10.1056/NEJMoa030685
WOS:000828206100001,SCIELO:S1413-81232002000400015,"Lima-Costa, Maria Fernanda",25,2002,7,813,Ciência & Saúde Coletiva,A situação socioeconômica afeta igualmente a saúde de idosos e adultos mais jovens no Brasil? Um estudo utilizando dados da Pesquisa Nacional por Amostras de Domicílios PNAD/98,10.1590/S1413-81232002000400015
WOS:000828206100001,WOS:A1993KF69100003,"RAY, CG",34,1993,12,10,PEDIATRIC INFECTIOUS DISEASE JOURNAL,ACUTE LOWER RESPIRATORY ILLNESSES DURING THE 1ST 3 YEARS OF LIFE - POTENTIAL ROLES FOR VARIOUS ETIOLOGIC AGENTS,10.1097/00006454-199301000-00004
WOS:000828206100001,WOS:A1990CM95000002,"RUUTU, P",36,1990,161,175,JOURNAL OF INFECTIOUS DISEASES,VIRAL LOWER RESPIRATORY-TRACT INFECTIONS IN FILIPINO CHILDREN,10.1093/infdis/161.2.175
WOS:000828206100001,WOS:A1988R640100017,"HAZLETT, DTG",47,1988,39,632,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,"VIRAL ETIOLOGY AND EPIDEMIOLOGY OF ACUTE RESPIRATORY-INFECTIONS IN CHILDREN IN NAIROBI, KENYA",10.4269/ajtmh.1988.39.632
WOS:000828206100001,WOS:A1983QB20500013,"BERMAN, S",83,1983,71,210,PEDIATRICS,"ACUTE LOWER RESPIRATORY-TRACT ILLNESSES IN CALI, COLOMBIA - A 2-YEAR AMBULATORY STUDY",
WOS:000828206100001,000828206100001.107,,14,1000,,,Severe Acute Respiratory Syndrome (SARS),,
WOS:000828206100001,000828206100001.86,,1,2019,,,Sete em cada dez pessoas que procuram o mesmo servico de saude vao a rede publica,,
WOS:000828206100001,000828206100001.104,,1,2022,,,Saude-Portal da transparencia,,
WOS:000828206100001,000828206100001.115,,2,2021,,,Banco de Dados de Sindrome Respiratoria Aguda Grave-incluindo dados da COVID-19-Open Data,,
WOS:000828206100001,000828206100001.65,,1,2022,,,Secr Atencao Primaria A Saude.,,
WOS:000828206100001,000828206100001.46,,2,2021,,,Informe Nacional.,,
WOS:000828206100001,000828206100001.93,,1,2021,,,Revealing the toll of COVID-19.,,
WOS:000828206100001,000784678300001.21,"Hernandez-Vasquez, A.",3,2021,43,e504,J Public Health (Oxf),COVID-19 testing in Peru: low access and inequalities,10.1093/pubmed/fdab125
WOS:000828206100001,000828206100001.69,,1,2019,,,News Release-Women Visit Doctor More Often than Men.,,
WOS:000828206100001,000828206100001.18,"Cazelli, C.M.",5,2002,26,198,Saude Debate,"Analise das desigualdades regionais na oferta de servicos de saude no Brasil: pesquisa da assistencia medico-sanitaria, 1992 e 1999",
WOS:000828206100001,000828206100001.106,,1,2022,,,Secretaria de Estado de Saude de Minas Gerais | Pagina inicial,,
WOS:000828206100001,000828206100001.5,"Azevedo, A.L.M.",1,2021,,,IBGE-Educa | Jovens. IBGE Educa Jovens.,,
WOS:000828206100001,000828206100001.120,,1,2020,,,"Prospective, Randomized, Parallel-Group, Open-Label Study to Evaluate the Efficacy and Safety of IMU-838, in Combination With Oseltamivir",,
WOS:000828206100001,000828206100001.67,"Nacional, I.",1,2021,,,"LEI No 14.021, DE 7 DE JULHO DE 2020-DOU-Imprensa Nacional.",,
WOS:000828206100001,000828206100001.87,,1,2021,,,Principios do SUS.,,
WOS:000828206100001,000828206100001.100,,1,2021,,,Minist Saude,Saiba como e feita a definicao de casos suspeitos de Covid-19 no Brasil,
WOS:000828206100001,000828206100001.23,,4,2021,,,World Health Organ-Reg Off East Mediterr.,,
WOS:000828206100001,000828206100001.75,"Oliveira, N.M.",1,2013,,,Obs Econ Latinoam.,Desenvolvimento socioeconomico de um pais periferico da America Latina: Brasil,
WOS:000828206100001,000828206100001.21,,1,2022,,,Cidadao-Secretaria da Saude-Governo do Estado de Sao Paulo.,,
WOS:000828206100001,000828206100001.28,"Elkholy, A.A",2,2021,,,Evaluation of The Efficacy of Triazavirin Versus Oseltamivir in Egyptian Patients Infected With Coronavirus Disease 2019 (COVID-19). [Clinical trial registration]. clinicaltrials.gov,,
WOS:000828206100001,000828206100001.58,,1,2021,,,,,
WOS:000828206100001,000828206100001.45,,2,2021,,,Portal do IBGE | IBGE.,,
WOS:000828206100001,000828206100001.2,,2,2021,,,Advice for the public on COVID-19-World Health Organization,,
WOS:000652171800001,WOS:000577021800002,"del Rio, Carlos",288,2020,324,1723,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,Long-term Health Consequences of COVID-19,10.1001/jama.2020.19719
WOS:000652171800001,WOS:000581752500001,"Shi, Xu",30,2020,7,190,CURRENT EPIDEMIOLOGY REPORTS,A Selective Review of Negative Control Methods in Epidemiology,10.1007/s40471-020-00243-4
WOS:000652171800001,MEDLINE:32671230,"Knipe, Duleeka",56,2020,5,82,Wellcome open research,Mapping population mental health concerns related to COVID-19 and the consequences of physical distancing: a Google trends analysis.,10.12688/wellcomeopenres.15870.2
WOS:000652171800001,WOS:000600823100002,"Xie, Yan",72,2020,371,,BMJ-BRITISH MEDICAL JOURNAL,Comparative evaluation of clinical manifestations and risk of death in patients admitted to hospital with covid-19 and seasonal influenza: cohort study,10.1136/bmj.m4677
WOS:000652171800001,WOS:000609872000006,"Bowe, Benjamin",105,2021,16,14,CLINICAL JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,Acute Kidney Injury in a National Cohort of Hospitalized US Veterans with COVID-19,10.2215/CJN.09610620
WOS:000652171800001,WOS:000543376700024,"Thomas, Laine E.",133,2020,323,2417,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,Overlap Weighting A Propensity Score Method That Mimics Attributes of a Randomized Clinical Trial,10.1001/jama.2020.7819
WOS:000652171800001,WOS:000591856100014,"Townsend, Ellen",9,2020,7,1014,LANCET PSYCHIATRY,COVID-19 policies in the UK and consequences for mental health,10.1016/S2215-0366(20)30457-0
WOS:000652171800001,WOS:000579855400034,"Xie, Yan",20,2020,43,2785,DIABETES CARE,Comparative Effectiveness of the Sodium-Glucose Cotransporter 2 Inhibitor Empagliflozin Versus Other Antihyperglycemics on Risk of Major Adverse Kidney Events,10.2337/dc20-1231
WOS:000652171800001,WOS:000579855400043,"Xie, Yan",42,2020,43,2859,DIABETES CARE,"Comparative Effectiveness of SGLT2 Inhibitors, GLP-1 Receptor Agonists, DPP-4 Inhibitors, and Sulfonylureas on Risk of Kidney Outcomes: Emulation of a Target Trial Using Health Care Databases",10.2337/dc20-1890
WOS:000652171800001,WOS:000545947700023,"Raker, Ethan J.",42,2020,117,12595,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Lessons from Hurricane Katrina for predicting the indirect health consequences of the COVID-19 pandemic,10.1073/pnas.2006706117
WOS:000652171800001,WOS:000548535400009,"Figueroa, Jonine D.",11,2020,369,,BMJ-BRITISH MEDICAL JOURNAL,Distinguishing between direct and indirect consequences of covid-19,10.1136/bmj.m2377
WOS:000652171800001,WOS:000527710800008,"Mahase, Elisabeth",45,2020,369,,BMJ-BRITISH MEDICAL JOURNAL,"Covid-19: Mental health consequences of pandemic need urgent research, paper advises",10.1136/bmj.m1515
WOS:000652171800001,MEDLINE:32055770,"Aubert, Carole E",15,2020,4,40,"Mayo Clinic proceedings. Innovations, quality & outcomes",Best Definitions of Multimorbidity to Identify Patients With High Health Care Resource Utilization.,10.1016/j.mayocpiqo.2019.09.002
WOS:000652171800001,WOS:000509780500016,"Li, Fan",50,2019,13,2389,ANNALS OF APPLIED STATISTICS,PROPENSITY SCORE WEIGHTING FOR CAUSAL INFERENCE WITH MULTIPLE TREATMENTS,10.1214/19-AOAS1282
WOS:000652171800001,WOS:000501592300002,"Wei, Yaguang",101,2019,367,,BMJ-BRITISH MEDICAL JOURNAL,"Short term exposure to fine particulate matter and hospital admission risks and costs in the Medicare population: time stratified, case crossover study",10.1136/bmj.l6258
WOS:000652171800001,WOS:000470151400001,"Xie, Yan",112,2019,365,,BMJ-BRITISH MEDICAL JOURNAL,Estimates of all cause mortality and cause specific mortality associated with proton pump inhibitors among US veterans: cohort study,10.1136/bmj.l1580
WOS:000652171800001,WOS:000525870900011,"Bowe, Benjamin",161,2018,2,E301,LANCET PLANETARY HEALTH,The 2016 global and national burden of diabetes mellitus attributable to PM2.5 air pollution,10.1016/S2542-5196(18)30140-2
WOS:000652171800001,WOS:000441748300001,"Vincent, Brenda M.",20,2018,18,143,HEALTH SERVICES AND OUTCOMES RESEARCH METHODOLOGY,Using Veterans Affairs Corporate Data Warehouse to identify 30-day hospital readmissions,10.1007/s10742-018-0178-3
WOS:000652171800001,WOS:000438960500039,"Li, Fan",284,2018,113,390,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,Balancing Covariates via Propensity Score Weighting,10.1080/01621459.2016.1260466
WOS:000652171800001,WOS:000436503300002,"Kind, Amy J. H.",584,2018,378,2456,NEW ENGLAND JOURNAL OF MEDICINE,Making Neighborhood-Disadvantage Metrics Accessible - The Neighborhood Atlas,10.1056/NEJMp1802313
WOS:000652171800001,WOS:000425713400024,"Xie, Yan",76,2018,93,741,KIDNEY INTERNATIONAL,Higher blood urea nitrogen is associated with increased risk of incident diabetes mellitus,10.1016/j.kint.2017.08.033
WOS:000652171800001,WOS:000406391200184,"Xie, Yan",152,2017,7,,BMJ OPEN,Risk of death among users of Proton Pump Inhibitors: a longitudinal observational cohort study of United States veterans,10.1136/bmjopen-2016-015735
WOS:000652171800001,WOS:000402231400025,"Xie, Yan",106,2017,91,1482,KIDNEY INTERNATIONAL,Long-term kidney outcomes among users of proton pump inhibitors without intervening acute kidney injury,10.1016/j.kint.2016.12.021
WOS:000652171800001,WOS:000384628500024,"Xie, Yan",197,2016,27,3153,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,Proton Pump Inhibitors and Risk of Incident CKD and Progression to ESRD,10.1681/ASN.2015121377
WOS:000652171800001,WOS:000384830500011,"Bowe, Benjamin",128,2016,11,1784,CLINICAL JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,High Density Lipoprotein Cholesterol and the Risk of All-Cause Mortality among US Veterans,10.2215/CJN.00730116
WOS:000652171800001,WOS:000372521100019,"Bowe, Benjamin",82,2016,89,886,KIDNEY INTERNATIONAL,Low levels of high-density lipoprotein cholesterol increase the risk of incident kidney disease and its progression,10.1016/j.kint.2015.12.034
WOS:000652171800001,WOS:000332773800005,"Greene, Meredith",107,2014,62,447,JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,"Polypharmacy, Drug Drug Interactions, and Potentially Inappropriate Medications in Older Adults with Human Immunodeficiency Virus Infection",10.1111/jgs.12695
WOS:000652171800001,WOS:000328957400012,"McCaffrey, Daniel F.",738,2013,32,3388,STATISTICS IN MEDICINE,A tutorial on propensity score estimation for multiple treatments using generalized boosted models,10.1002/sim.5753
WOS:000652171800001,WOS:000277071500016,"Lipsitch, Marc",659,2010,21,383,EPIDEMIOLOGY,Negative Controls A Tool for Detecting Confounding and Bias in Observational Studies,10.1097/EDE.0b013e3181d61eeb
WOS:000652171800001,WOS:000273141100017,"Olvey, E. L.",60,2010,87,48,CLINICAL PHARMACOLOGY & THERAPEUTICS,Comparison of Critical Drug-Drug Interaction Listings: The Department of Veterans Affairs Medical System and Standard Reference Compendia,10.1038/clpt.2009.198
WOS:000652171800001,WOS:000076999100016,"Vincent, JL",2340,1998,26,1793,CRITICAL CARE MEDICINE,"Use of the SOFA score to assess the incidence of organ dysfunction/failure in intensive care units: Results of a multicenter, prospective study",10.1097/00003246-199811000-00016
WOS:000652171800001,WOS:A1996UZ45200017,"Vincent, JL",7201,1996,22,707,INTENSIVE CARE MEDICINE,The SOFA (sepsis-related organ failure assessment) score to describe organ dysfunction/failure,10.1007/BF01709751
WOS:000652171800001,000652171800001.1,,2,2020,,,Long-term Immunological Health Consequences of COVID-19,,
WOS:000906353200001,WOS:000768447300015,"Raman, Betty",55,2022,43,1157,EUROPEAN HEART JOURNAL,Long COVID: post-acute sequelae of COVID-19 with a cardiovascular focus,10.1093/eurheartj/ehac031
WOS:000906353200001,WOS:000794167500001,"Kumar, Sabina",1,2022,45,759,CLINICAL CARDIOLOGY,Safety of ACEi and ARB in COVID-19 management: A retrospective analysis,10.1002/clc.23836
WOS:000906353200001,WOS:000826385700019,"Chen, Yaozong",5,2022,8,,SCIENCE ADVANCES,Engineered ACE2-Fc counters murine lethal SARS-CoV-2 infection through direct neutralization and Fc-effector activities,10.1126/sciadv.abn4188
WOS:000906353200001,WOS:000895982800040,"Nandadeva, Damsara",3,2022,133,183,JOURNAL OF APPLIED PHYSIOLOGY,Impact of COVID-19 on ambulatory blood pressure in young adults: a cross-sectional analysis investigating time since diagnosis,10.1152/japplphysiol.00216.2022
WOS:000906353200001,WOS:000904022400004,"Delalic, Didi",1,2022,61,23,ACTA CLINICA CROATICA,ARTERIAL HYPERTENSION FOLLOWING COVID-19: A RETROSPECTIVE STUDY OF PATIENTS IN A CENTRAL EUROPEAN TERTIARY CARE CENTER,10.20471/acc.2022.61.s1.03
WOS:000906353200001,WOS:000867312100023,"de Prost, Nicolas",2,2022,13,,NATURE COMMUNICATIONS,Clinical phenotypes and outcomes associated with SARS-CoV-2 variant Omicron in critically ill French patients with COVID-19,10.1038/s41467-022-33801-z
WOS:000906353200001,WOS:000693143300002,"Nandadeva, Damsara",19,2021,321,H479,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,Blunted peripheral but not cerebral vasodilator function in young otherwise healthy adults with persistent symptoms following COVID-19,10.1152/ajpheart.00368.2021
WOS:000906353200001,WOS:000781804500001,"Maza, Maria del Carmen",5,2022,13,,FRONTIERS IN IMMUNOLOGY,ACE2 Serum Levels as Predictor of Infectability and Outcome in COVID-19,10.3389/fimmu.2022.836516
WOS:000906353200001,WOS:000730152700001,"Akpek, Mahmut",17,2022,73,682,ANGIOLOGY,Does COVID-19 Cause Hypertension?,10.1177/00033197211053903
WOS:000906353200001,WOS:000861128000005,"Norambuena-Soto, Ignacio",1,2022,203,,BIOCHEMICAL PHARMACOLOGY,Angiotensin-(1-9) in hypertension,10.1016/j.bcp.2022.115183
WOS:000906353200001,WOS:000867491600022,"Angeli, Fabio",2,2022,104,110,EUROPEAN JOURNAL OF INTERNAL MEDICINE,Blood pressure increase during hospitalization for COVID-19,10.1016/j.ejim.2022.06.010
WOS:000906353200001,WOS:000790632700003,"Tobler, Diana L.",9,2022,24,563,CURRENT ATHEROSCLEROSIS REPORTS,Long-Term Cardiovascular Effects of COVID-19: Emerging Data Relevant to the Cardiovascular Clinician,10.1007/s11883-022-01032-8
WOS:000906353200001,WOS:000758481100010,"Amraei, Razie",20,2022,119,,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Extracellular vimentin is an attachment factor that facilitates SARS-CoV-2 entry into human endothelial cells,10.1073/pnas.2113874119
WOS:000906353200001,WOS:000792906000013,"Savedchuk, Solomiia",5,2022,130,1618,CIRCULATION RESEARCH,"Emerging Viral Infections and the Potential Impact on Hypertension, Cardiovascular Disease, and Kidney Disease",10.1161/CIRCRESAHA.122.320873
WOS:000906353200001,WOS:000820231500001,"Monteil, Vanessa",7,2022,14,,EMBO MOLECULAR MEDICINE,Clinical grade ACE2 as a universal agent to block SARS-CoV-2 variants,10.15252/emmm.202115230
WOS:000906353200001,WOS:000830421600014,"Gluckman, Ty J.",67,2022,79,1717,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,"2022 ACC Expert Consensus Decision Pathway on Cardiovascular Sequelae of COVID-19 in Adults: Myocarditis and Other Myocardial Involvement, Post-Acute Sequelae of SARS-CoV-2 Infection, and Return to Play A Report of the American College of Cardiology Solution Set Oversight Committee",10.1016/j.jacc.2022.02.003
WOS:000906353200001,WOS:000797847500001,"Gunarathne, Lakmie S.",1,2022,6,2523,HEPATOLOGY COMMUNICATIONS,Mas-related G protein-coupled receptor type D antagonism improves portal hypertension in cirrhotic rats,10.1002/hep4.1987
WOS:000906353200001,WOS:000826039100001,"Suzuki, Shota",2,2022,5,,COMMUNICATIONS BIOLOGY,Structural insight into the activation mechanism of MrgD with heterotrimeric Gi-protein revealed by cryo-EM,10.1038/s42003-022-03668-3
WOS:000906353200001,WOS:000781166400001,"Alabsi, Wafaa",2,2022,31,1135,MEDICINAL CHEMISTRY RESEARCH,Synthesis of alamandine glycoside analogs as new drug candidates to antagonize the MrgD receptor for pain relief,10.1007/s00044-022-02881-3
WOS:000906353200001,WOS:000787774100002,"Fagyas, Miklos",26,2022,115,8,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,Circulating ACE2 activity predicts mortality and disease severity in hospitalized COVID-19 patients,10.1016/j.ijid.2021.11.028
WOS:000906353200001,MEDLINE:35669227,"Zinoune, Lamyae",2,2022,17,2737,Radiology case reports,Concomitant acute myopericarditis and multiple systemic arteriovenous thrombosis as a rare manifestation of post-COVID-19 syndrome.,10.1016/j.radcr.2022.04.057
WOS:000906353200001,WOS:000795334500001,"Caputo, Ilaria",4,2022,23,,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,Angiotensin II Promotes SARS-CoV-2 Infection via Upregulation of ACE2 in Human Bronchial Cells,10.3390/ijms23095125
WOS:000906353200001,WOS:000788261700011,"Yang, Zhijian",7,2022,145,1398,CIRCULATION,Genetic Landscape of the ACE2 Coronavirus Receptor,10.1161/CIRCULATIONAHA.121.057888
WOS:000906353200001,WOS:000785552700001,"Elemam, Noha Mousaad",5,2022,12,,LIFE-BASEL,Profiling Levels of Serum microRNAs and Soluble ACE2 in COVID-19 Patients,10.3390/life12040575
WOS:000906353200001,WOS:000789398300004,"Elseidy, Sheref A.",9,2022,40,,IJC HEART & VASCULATURE,Cardiovascular complications in the Post-Acute COVID-19 syndrome (PACS),10.1016/j.ijcha.2022.101012
WOS:000906353200001,WOS:000787504100001,"Kassif Lerner, Reut",2,2022,12,,JOURNAL OF PERSONALIZED MEDICINE,The Predictive Value of Serum ACE2 and TMPRSS2 Concentrations in Patients with COVID-19-A Prospective Pilot Study,10.3390/jpm12040622
WOS:000906353200001,WOS:000754184800005,"Dillon, Gabrielle A.",6,2022,322,H319,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,Nitric oxide-mediated cutaneous microvascular function is not altered in young adults following mild-to-moderate SARS CoV-2 infection,10.1152/ajpheart.00602.2021
WOS:000906353200001,WOS:000652171800001,"Al-Aly, Ziyad",398,2021,594,259,NATURE,High-dimensional characterization of post-acute sequelae of COVID-19,10.1038/s41586-021-03553-9
WOS:000906353200001,WOS:000770402600011,"Laffin, Luke J.",29,2022,145,235,CIRCULATION,Rise in Blood Pressure Observed Among US Adults During the COVID-19 Pandemic,10.1161/CIRCULATIONAHA.121.057075
WOS:000906353200001,WOS:000772921700001,"Fernandes, Renata Streck",5,2021,2021,,JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,Assessment of Alamandine in Pulmonary Fibrosis and Respiratory Mechanics in Rodents,10.1155/2021/9975315
WOS:000906353200001,WOS:000764898700008,"Li, Zilun",11,2022,34,424,CELL METABOLISM,Imatinib and methazolamide ameliorate COVID-19-induced metabolic complications via elevating ACE2 enzymatic activity and inhibiting viral entry,10.1016/j.cmet.2022.01.008
WOS:000906353200001,WOS:000679271300001,"Crook, Harry",349,2021,374,,BMJ-BRITISH MEDICAL JOURNAL,"Long covid-mechanisms, risk factors, and management",10.1136/bmj.n1648
WOS:000906353200001,WOS:000520023800044,"Wrapp, Daniel",5146,2020,367,1260,SCIENCE,Cryo-EM structure of the 2019-nCoV spike in the prefusion conformation,10.1126/science.abb2507
WOS:000906353200001,WOS:000748999000024,"Akin, Sakir",12,2022,40,606,JOURNAL OF HYPERTENSION,A low aldosterone/renin ratio and high soluble ACE2 associate with COVID-19 severity,10.1097/HJH.0000000000003054
WOS:000906353200001,WOS:000740826700012,"Wang, Kaiming",22,2022,79,365,HYPERTENSION,Dysregulation of ACE (Angiotensin-Converting Enzyme)-2 and Renin-Angiotensin Peptides in SARS-CoV-2 Mediated Mortality and End-Organ Injuries,10.1161/HYPERTENSIONAHA.121.18295
WOS:000906353200001,MEDLINE:34390682,"Stahlberg, Marcus",38,2021,134,1451,The American journal of medicine,Post-COVID-19 Tachycardia Syndrome: A Distinct Phenotype of Post-Acute COVID-19 Syndrome.,10.1016/j.amjmed.2021.07.004
WOS:000906353200001,WOS:000742017000002,"Gong, Juexiao",3,2022,8,,CELL DEATH DISCOVERY,Alamandine alleviates hypertension and renal damage via oxidative-stress attenuation in Dahl rats,10.1038/s41420-022-00822-y
WOS:000906353200001,WOS:000739927500011,"Kemp, Brandon A.",4,2022,130,96,CIRCULATION RESEARCH,Renal AT(2) Receptors Mediate Natriuresis via Protein Phosphatase PP2A,10.1161/CIRCRESAHA.121.319519
WOS:000906353200001,WOS:000631029700042,"Li, Mingfei",9,2021,16,,PLOS ONE,The association of COVID-19 occurrence and severity with the use of angiotensin converting enzyme inhibitors or angiotensin-II receptor blockers in patients with hypertension,10.1371/journal.pone.0248652
WOS:000906353200001,WOS:000730982000003,"He, Xi",17,2021,6,,SIGNAL TRANSDUCTION AND TARGETED THERAPY,COVID-19 induces new-onset insulin resistance and lipid metabolic dysregulation via regulation of secreted metabolic factors,10.1038/s41392-021-00822-x
WOS:000906353200001,WOS:000725632200005,"Tleyjeh, Imad M.",17,2022,15,21,JOURNAL OF INFECTION AND PUBLIC HEALTH,"Long term predictors of breathlessness, exercise intolerance, chronic fatigue and well-being in hospitalized patients with COVID-19: A cohort study with 4 months median follow-up",10.1016/j.jiph.2021.11.016
WOS:000906353200001,WOS:000616697100011,"Nagy, Bela, Jr.",40,2021,103,412,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,A dramatic rise in serum ACE2 activity in a critically ill COVID-19 patient,10.1016/j.ijid.2020.11.184
WOS:000906353200001,WOS:000662174400081,"Chen, Ganxiao",31,2021,16,,PLOS ONE,Hypertension as a sequela in patients of SARS-CoV-2 infection,10.1371/journal.pone.0250815
WOS:000906353200001,WOS:000723490400001,"Giurgi-Oncu, Catalina",6,2021,11,,BRAIN SCIENCES,Cardiovascular Abnormalities and Mental Health Difficulties Result in a Reduced Quality of Life in the Post-Acute COVID-19 Syndrome,10.3390/brainsci11111456
WOS:000906353200001,WOS:000604965700008,"Gupta, Shruti",483,2020,180,1436,JAMA INTERNAL MEDICINE,Factors Associated With Death in Critically Ill Patients With Coronavirus Disease 2019 in the US,10.1001/jamainternmed.2020.3596
WOS:000906353200001,WOS:000607269300017,"Hippisley-Cox, Julia",209,2021,107,170,HEART,Risk of severe COVID-19 disease with ACE inhibitors and angiotensin receptor blockers: cohort study including 8.3 million people,10.1136/heartjnl-2020-317393
WOS:000906353200001,WOS:000553153600015,"Li, Juyi",315,2020,5,825,JAMA CARDIOLOGY,"Association of Renin-Angiotensin System Inhibitors With Severity or Risk of Death in Patients With Hypertension Hospitalized for Coronavirus Disease 2019 (COVID-19) Infection in Wuhan, China",10.1001/jamacardio.2020.1624
WOS:000906353200001,WOS:000618966100002,"Johnson, Bryan A.",280,2021,591,293,NATURE,Loss of furin cleavage site attenuates SARS-CoV-2 pathogenesis,10.1038/s41586-021-03237-4
WOS:000906353200001,WOS:000646186700001,"Hekmat, Ava Soltani",6,2021,40,1781,HUMAN & EXPERIMENTAL TOXICOLOGY,Alamandine significantly reduces doxorubicin-induced cardiotoxicity in rats,10.1177/09603271211010896
WOS:000906353200001,WOS:000701751300034,"Kaggwa, Mark Mohan",3,2021,15,,DIABETES & METABOLIC SYNDROME-CLINICAL RESEARCH & REVIEWS,Excessive eating and weight gain:A rare post-acute COVID-19 syndrome,10.1016/j.dsx.2021.102252
WOS:000906353200001,WOS:000583902900026,"Zoufaly, Alexander",219,2020,8,1154,LANCET RESPIRATORY MEDICINE,Human recombinant soluble ACE2 in severe COVID-19,10.1016/S2213-2600(20)30418-5
WOS:000906353200001,MEDLINE:34686631,"Tabacof, Laura",55,2022,101,48,American journal of physical medicine & rehabilitation,"Post-acute COVID-19 Syndrome Negatively Impacts Physical Function, Cognitive Function, Health-Related Quality of Life, and Participation.",10.1097/PHM.0000000000001910
WOS:000906353200001,WOS:000701722200001,"Hu, Wei",7,2021,146,,PEPTIDES,"Alamandine, a derivative of angiotensin-(1-7), alleviates sepsis-associated renal inflammation and apoptosis by inhibiting the PI3K/Ak and MAPK pathways",10.1016/j.peptides.2021.170627
WOS:000906353200001,WOS:000689050000001,"Ambrosino, Pasquale",34,2021,9,,BIOMEDICINES,Persistent Endothelial Dysfunction in Post-Acute COVID-19 Syndrome: A Case-Control Study,10.3390/biomedicines9080957
WOS:000906353200001,WOS:000624452300001,"Muus, Christoph",137,2021,27,546,NATURE MEDICINE,Single-cell meta-analysis of SARS-CoV-2 entry genes across tissues and demographics,10.1038/s41591-020-01227-z
WOS:000906353200001,WOS:000694299300001,"Triposkiadis, Filippos",10,2021,10,,JOURNAL OF CLINICAL MEDICINE,"ACE2, the Counter-Regulatory Renin-Angiotensin System Axis and COVID-19 Severity",10.3390/jcm10173885
WOS:000906353200001,WOS:000692814700026,"Bauer, Axel",45,2021,9,863,LANCET RESPIRATORY MEDICINE,"Discontinuation versus continuation of renin-angiotensin-system inhibitors in COVID-19 (ACEI-COVID): a prospective, parallel group, randomised, controlled, open-label trial",10.1016/S2213-2600(21)00214-9
WOS:000906353200001,WOS:000667389000001,"Tudoran, Cristina",15,2021,10,,BIOLOGY-BASEL,Associations between the Severity of the Post-Acute COVID-19 Syndrome and Echocardiographic Abnormalities in Previously Healthy Outpatients Following Infection with SARS-CoV-2,10.3390/biology10060469
